 domain, category, score, first_seen, last_seen, ports (|)
 maxirg05.maxisrv.com,5,122,2014-06-28,2014-07-15,80
 musicwwan69.vdig.com,1,97,2014-04-09,2014-07-05,80
 mybuy.sd.softonic.fr,5,117,2013-11-01,2014-07-15,80
 static.zangocash.com,1,32,2012-08-18,2014-06-14,80
 5152014.installic.com,35,53,2014-05-17,2014-05-25,80
 cddobjtfjorwrlu.co.uk,29,127,2014-05-25,2014-05-25,80
 imp.fusioninstall.com,5,122,2013-11-21,2014-07-16,80
 obuitslgtovftue.co.uk,29,127,2014-03-27,2014-04-09,80
 ofhegsurxasrrhi.co.uk,29,73,2014-05-24,2014-05-24,80
 skxlofrfthfrmng.co.uk,29,127,2014-06-09,2014-06-09,80
 tippi.dyndns-mail.com,27,46,2012-10-10,2014-04-27,80
 urejyieuidhwuad.co.uk,29,127,2014-05-23,2014-05-23,80
 www.opensubtitles.org,5,112,2013-08-16,2014-07-12,80
 www.vordruckverlag.de,35,110,2013-07-17,2014-05-08,80
 files.komputerswiat.pl,35,127,2013-10-12,2014-06-15,80
 getmoresitetraffic.com,1,122,2014-04-12,2014-07-14,80
 oostumsowheegootho.org,1,42,2014-04-12,2014-07-03,8080
 world-star-madness.com,35,85,2014-06-10,2014-06-13,80
 www.magix-download.com,35,123,2013-02-20,2014-05-16,80
 www.shiningmorning.com,35,92,2013-01-31,2014-05-02,80
 www.totalconverter.com,35,59,2013-06-27,2014-06-09,80
 file1.arenanetworks.com,6,52,2013-05-17,2014-03-13,6112
 kodu.sd.en.softonic.com,5,82,2014-04-04,2014-07-08,80
 mariogames.softendo.com,35,93,2013-10-11,2014-06-09,80
 mixi.sd.en.softonic.com,5,52,2014-07-02,2014-07-02,80
 mp3gain.sd.softonic.com,5,45,2012-05-16,2014-07-16,80
 vasjokmozetvssat124.com,29,100,2014-03-09,2014-04-18,
 18112.perfectchoice1.com,29,127,2014-03-25,2014-05-04,
 1e25c.perfectchoice1.com,29,127,2014-03-25,2014-04-05,
 21b4e.perfectchoice1.com,29,50,2014-05-11,2014-05-11,
 21daf.perfectchoice1.com,29,127,2014-04-14,2014-05-26,
 autotune.sd.softonic.com,5,45,2014-05-18,2014-05-23,80
 download.intuisphere.com,35,91,2013-06-02,2014-05-03,80
 download2.faceoffmax.com,35,50,2013-11-05,2013-12-22,80
 ivona.sd.en.softonic.com,5,35,2013-06-21,2014-07-16,80
 lookasjames.000space.com,1,92,2013-07-28,2014-07-10,80
 nutricionfitnesschile.tk,27,44,2014-05-22,2014-05-22,80
 upstat.autocleaner.co.kr,1,97,2013-10-28,2014-07-11,80
 web-vip-it.eu.tiscali.it,35,101,2011-10-17,2014-06-12,80
 www.eps.n-cook.k12.il.us,35,53,2014-04-24,2014-06-10,80
 www.generalantivirus.com,24,118,2012-06-09,2014-07-08,80
 dl.dqwjnewkwefewamail.com,35,107,2014-06-13,2014-06-19,80
 r2.dirgreatbestepicl.info,5,127,2014-04-19,2014-07-15,80
 sony-vegas.sd.softonic.it,5,42,2013-11-16,2014-06-30,80
 www.mykeyloggeronline.com,1,122,2013-03-05,2014-07-11,80
 arma-2-free.sd.softonic.pl,5,52,2014-06-21,2014-06-21,80
 bestwebhostingcompanies.co,1,42,2014-01-15,2014-06-19,443
 construct-2.sd.softonic.it,5,72,2014-07-03,2014-07-03,80
 darkcometservice.zapto.org,1,87,2014-07-08,2014-07-09,1604
 ics.fivemillionfriends.com,5,117,2013-01-26,2014-07-15,80
 secure.1-fusioninstall.com,5,117,2014-03-12,2014-07-14,80
 sourceforge.mirror.iweb.ca,35,119,2011-09-26,2014-06-16,80
 update.vaccinecenter.co.kr,24,33,2013-12-19,2014-04-14,80
 www.houndsofdarkness.co.cc,29,127,2013-09-19,2014-03-30,80
 cicmydvqsypzxsohwscubanf.ru,29,127,2014-06-01,2014-06-06,80
 hacked88anonemaws.no-ip.biz,1,42,2014-06-30,2014-06-30,1177
 ofnvduroylrcedsozfqdqfix.ru,29,127,2014-06-01,2014-06-05,80
 pulpandpaper-technology.com,28,126,2013-12-19,2014-06-19,443
 usenetnl.sd.en.softonic.com,5,35,2013-08-06,2014-03-10,80
 9pkgiqejth.konditerskaja.org,1,42,2013-10-05,2014-06-04,8000
 ccleaner.version-gratuit.com,35,81,2014-04-03,2014-05-26,80
 freetv-player.sd.softonic.fr,5,30,2014-04-18,2014-04-22,80
 kissinngrihan.bakumarket.com,5,127,2014-07-13,2014-07-17,80
 obvszlirvchqdiemhinlpde.info,29,55,2014-05-02,2014-05-06,80
 ztronqktomzfejzpvguwwksg.com,29,69,2014-05-14,2014-05-20,80
 dkvhnzdilfwhzizxczbqfydeus.ru,29,85,2014-06-01,2014-06-05,80
 pdfcreator.sd.nl.softonic.com,5,112,2012-07-30,2014-07-13,80
 t32218.nb.host192-168-1-2.com,1,102,2014-05-07,2014-05-07,80
 xxmrxvsi.researchsecurity.biz,29,100,2014-05-10,2014-05-10,80
 avancepaint.sd.en.softonic.com,5,112,2012-06-28,2014-07-03,80
 iconchanger.sd.en.softonic.com,5,112,2012-10-13,2014-07-14,80
 jdownloader.sd.en.softonic.com,5,22,2013-08-06,2014-07-08,80
 virtual-piano-1.sd.softonic.it,5,77,2014-06-26,2014-07-07,80
 wsnonzdengmvdl01.dns.iqiyi.com,5,67,2012-09-01,2014-07-03,80
 legion-arena.sd.en.softonic.com,5,35,2014-07-14,2014-07-14,80
 minecraft-server.sd.softonic.jp,5,22,2013-11-17,2014-06-18,80
 nzpdtovzhrwnrayucyififaujbvs.ru,29,88,2014-06-01,2014-06-08,80
 times-reader.sd.en.softonic.com,5,97,2013-05-22,2014-07-11,80
 h12793.nb.host-domain-lookup.com,1,120,2014-07-04,2014-07-04,80
 net-speed-booster.sd.softonic.it,5,77,2014-07-03,2014-07-07,80
 simaquarium3d.sd.en.softonic.com,5,62,2012-07-27,2014-06-23,80
 solange2013.hospedagemdesites.ws,35,55,2014-06-03,2014-06-11,80
 litejacqueelstee.mygadgets.com.ar,1,97,2014-05-09,2014-07-13,80
 pvpnugbumfzdxwclozxcpnrcqgskjb.ru,29,86,2014-06-01,2014-06-06,80
 media-player-classic.sd.softonic.jp,5,82,2013-05-16,2014-06-28,80
 hwinfo32-portable.sd.en.softonic.com,5,77,2014-07-06,2014-07-07,80
 yahoo-messenger-9.sd.en.softonic.com,5,35,2013-09-17,2014-02-21,80
 aq-mp4-video-converter.sd.softonic.fr,5,32,2014-06-16,2014-06-16,80
 contenta-raw-converter.sd.softonic.it,5,77,2014-07-05,2014-07-07,80
 easy-outlook-recovery.sd.softonic.com,5,35,2014-05-08,2014-05-08,80
 7-data-android-recovery.sd.softonic.fr,5,42,2014-06-24,2014-06-24,80
 a26.d.akamai.net.0.1.cn.akamaitech.net,35,99,2013-02-13,2014-07-03,80
 softperfect-wifi-guard.sd.softonic.com,5,107,2013-08-30,2014-07-13,80
 avi-to-mpeg-converter.sd.en.softonic.com,5,42,2013-04-25,2014-06-30,80
 game-for-windows-live.ud.en.softonic.com,5,67,2014-01-28,2014-06-24,80
 star-wars-battlefront.sd.softonic.com.br,5,122,2013-06-17,2014-07-09,80
 european-bus-simulator.sd.softonic.com.br,5,92,2014-03-27,2014-07-10,80
 star-wars-an-empire-at-war.sd.softonic.de,5,45,2014-07-05,2014-07-05,80
 wondershare-quizcreator.sd.en.softonic.com,5,27,2014-03-16,2014-07-08,80
 2ziny9n122e9555mneb3xw39387iy9.ipcheker.com,1,87,2012-11-23,2012-11-23,80
 39r51t0n782hy7p5qtk38o38ml0o8m.ipcheker.com,1,92,2012-12-05,2012-12-24,80
 8u1x2odm56264zyd1s75mr139lq88b.ipcheker.com,1,97,2012-06-16,2014-07-11,80
 pcg-lb-986025615.us-east-1.elb.amazonaws.com,35,110,2014-03-19,2014-04-05,80
 8gptfrsvoka4fdax215e5ht.carbonfiberwheels.co.uk,35,71,2014-06-19,2014-06-19,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-17-0-0-0-0-0-0-0-0-0-0-0-0-0.info,29,127,2013-10-17,2014-05-13,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-27-0-0-0-0-0-0-0-0-0-0-0-0-0.info,27,53,2013-12-24,2014-05-04,80
 euro-truck-simulator-iveco-stralis-as-cube-ii.sd.softonic.it,5,25,2014-05-03,2014-05-05,80
 micro-counter-strike-best-graphic-edition.sd.en.softonic.com,5,52,2014-06-26,2014-07-02,80
 250cf.tk,27,45,2012-11-02,2014-05-23,80
 neell.su,27,94,2013-11-03,2014-06-14,80
 baqwi.com,24,119,2012-01-10,2014-06-15,80
 dygsq.com,1,97,2013-08-06,2014-07-12,80
 xf120.com,5,82,2013-10-22,2014-07-14,80
 99roiz.com,9,118,2013-12-14,2014-07-08,1875
 boyans.net,35,99,2013-12-19,2014-04-14,80
 bxwljs.com,29,100,2014-04-24,2014-04-25,
 lakias.net,1,97,2013-06-02,2014-07-02,80
 my-sims.su,27,89,2014-05-04,2014-06-09,80
 rrmobi.net,37,77,2013-12-07,2014-06-19,80
 srware.net,35,121,2013-01-28,2014-06-13,80
 wft0.co.cc,29,50,2014-05-28,2014-05-28,
 ads.lop.com,1,77,2012-01-19,2014-07-08,80
 ahusoft.com,35,51,2014-01-26,2014-06-09,80
 g0.egmon.pl,29,124,2013-05-23,2014-07-14,
 gadyniw.com,1,117,2011-11-05,2014-07-09,80
 info-get.ru,5,117,2013-06-02,2014-07-14,80
 interwap.ro,35,56,2014-03-03,2014-03-28,80
 lysynur.com,1,87,2012-11-16,2014-07-03,80
 punglop.com,27,48,2014-04-29,2014-04-29,80
 puvyxil.com,1,117,2011-06-27,2014-07-03,80
 wn.epans.pl,29,124,2013-04-25,2014-07-14,
 www.wyxz.tk,27,117,2014-05-02,2014-07-07,80
 aligeo.co.za,35,56,2014-05-02,2014-07-11,80
 fafafy42.com,37,92,2014-02-20,2014-07-14,80
 ip.60vpn.com,1,62,2014-04-28,2014-07-04,1
 lightload.ru,1,92,2013-11-24,2014-07-14,80
 lord.ddob.us,1,77,2014-06-24,2014-07-03,80
 napthepro.tk,27,90,2014-06-10,2014-06-10,80
 ss.52ycy.com,1,57,2014-07-02,2014-07-03,8080
 www.ymq8.com,35,95,2014-06-05,2014-06-19,80
 ydqq.25u.com,1,107,2014-05-09,2014-05-09,80
 40watts.co.uk,1,112,2014-03-17,2014-06-17,80
 auslogics.com,35,71,2011-12-09,2014-06-19,80
 cp.aaayun.com,28,119,2013-07-25,2014-04-22,443
 czzylyli.info,29,98,2013-10-17,2014-06-16,80
 deed.3322.org,1,62,2013-04-23,2014-05-01,8000
 hithere.vv.cc,27,31,2012-05-01,2014-04-12,80
 irc.lcirc.net,9,126,2013-08-02,2014-07-14,6667
 kipz.ethv.biz,1,52,2013-08-30,2014-07-08,8000
 mda.no-ip.org,1,122,2013-05-29,2014-07-16,77 88
 qzfrmuz.co.cc,27,32,2014-04-13,2014-04-13,80
 studcraft.com,1,112,2014-01-09,2014-06-19,443
 update.drp.su,27,113,2013-08-03,2014-07-03,80
 wrfthzq.co.cc,27,65,2014-05-16,2014-05-16,80
 bigbossnet.net,1,92,2014-05-29,2014-06-14,80
 highstar.co.cc,29,127,2014-05-14,2014-05-17,
 macrobject.com,35,119,2013-05-26,2014-06-09,80
 ping.uqrzo.com,1,45,2013-11-05,2014-07-02,80
 sewoi-kiho.com,1,102,2013-05-04,2014-07-12,443
 www.wikizu.net,5,127,2013-08-06,2014-07-17,80
 www11.0zz0.com,35,109,2012-04-22,2014-05-28,80
 10.nsvhn987.com,15,87,2013-02-28,2014-07-11,6969
 21400.dns7u.com,29,50,2014-03-28,2014-03-28,443
 3577.sogoui.com,1,102,2014-02-24,2014-07-12,1522 2577 2588 3533 3577 3599
 69.nsvhn987.com,15,87,2013-09-29,2014-06-10,6969
 dadata.mooo.com,35,73,2014-03-28,2014-05-21,8000
 dotap.dotdo.net,35,63,2013-12-13,2014-06-14,80
 ftp.s2kib.co.cc,29,127,2013-07-24,2014-05-02,
 hammstudios.com,28,34,2013-11-10,2014-04-15,443
 hzmksreiuojy.nl,29,86,2013-08-16,2014-06-06,80
 ns1.dnsfor6.com,35,51,2014-06-09,2014-06-09,41622
 savers4free.com,35,83,2012-09-24,2014-06-05,80
 theinstalls.com,5,102,2013-08-19,2014-07-08,80
 tsfhxeifbxkr.ru,29,127,2014-06-12,2014-06-12,80
 up.frigo2000.it,28,94,2014-06-10,2014-06-14,443
 uw3rsvkr5.co.cc,29,127,2013-09-22,2014-05-09,
 www.axantum.com,35,75,2013-02-04,2014-05-18,80
 56.ns1631262.org,29,93,2014-01-25,2014-07-05,8080
 609d.coexima.net,29,127,2014-03-21,2014-03-30,80
 b.sevensplay.com,5,107,2013-10-06,2014-07-13,80
 picklingtank.com,28,101,2013-12-01,2014-04-28,443
 s16.iphoster.net,35,111,2014-03-05,2014-03-15,80
 sandao8.3322.org,1,77,2012-12-12,2012-12-28,8000
 www.103azzxa.com,35,113,2013-09-15,2014-07-06,80
 www.adshost2.com,5,117,2013-03-31,2014-07-15,80
 yjz2333.3322.org,1,77,2014-05-03,2014-07-07,8000
 141.ns1631262.org,29,127,2013-12-02,2014-05-25,
 cd.faiidovvn.info,9,109,2010-10-04,2014-05-02,6764
 chatphone.352.com,9,54,2014-05-05,2014-05-05,5222
 fmpowersports.com,28,125,2014-01-18,2014-06-18,443
 gloriatynes.cu.cc,27,116,2014-05-03,2014-07-06,80
 hfgmcaxrqsemqu.ru,29,127,2014-06-09,2014-06-09,80
 rat4.100geili.com,1,112,2013-12-03,2014-06-16,8000 9000 11000 10000
 sadertubertug.com,24,24,2013-11-12,2014-04-05,80
 sneakystreams.com,35,111,2012-12-23,2014-06-12,80
 tianqi008.vicp.cc,25,120,2014-03-27,2014-04-26,280
 wwtevqsfhexojt.ru,29,127,2014-06-09,2014-06-09,80
 www.bookloved.com,15,27,2014-06-10,2014-07-14,80
 xiaojuanfuzhu.com,5,52,2014-01-29,2014-06-21,80
 a1896.g.akamai.net,35,71,2012-08-26,2014-06-08,80
 action.adzcore.com,28,68,2013-08-12,2014-05-14,443
 dl.softservers.net,35,125,2013-01-06,2014-07-14,80
 hmxukfmsphde.co.uk,29,127,2014-04-04,2014-04-04,80
 indila.recisio.com,35,69,2014-05-11,2014-06-18,80
 litema998.mysoc.cl,1,97,2014-06-14,2014-07-13,80
 media.vithvith.com,35,115,2013-09-28,2014-05-30,80
 mike2375.no-ip.org,1,67,2012-03-15,2013-04-27,7777 22536 2116
 nexefwfbmkbvmf.com,1,72,2013-08-22,2014-06-17,443
 nsikutgpnceu.co.uk,29,127,2014-02-27,2014-04-04,80
 partnerserving.com,35,99,2014-05-28,2014-06-12,80
 svchosts.no-ip.biz,1,122,2014-07-04,2014-07-14,38670
 thekingh.zapto.org,1,117,2013-10-26,2014-07-09,90 1155
 vnvuky7788.3-a.net,1,95,2012-06-13,2012-06-13,80
 xnop014.tlgslb.com,35,119,2012-08-06,2014-06-03,80
 907338285.f3322.org,1,77,2014-07-07,2014-07-07,80
 blacko.serveftp.com,1,97,2014-07-11,2014-07-11,7547
 dl5.oo-software.com,35,71,2012-11-24,2014-06-19,80
 domake-progress.com,24,116,2011-09-05,2014-05-25,80
 e94d4.api.socdn.com,5,87,2014-06-19,2014-07-14,80
 incorporateapps.com,38,122,2012-06-19,2014-06-17,80
 jewellerybazaar.net,29,125,2013-10-10,2014-07-13,
 squeal-parsed.co.cc,27,49,2014-04-30,2014-04-30,80
 trustcyberstore.com,1,74,2014-01-22,2014-05-22,443
 www.config-ip.co.kr,35,99,2014-05-03,2014-05-03,80
 0f903d.api.socdn.com,5,122,2014-07-07,2014-07-12,80
 832844853.qseach.com,1,120,2012-07-31,2014-07-11,80
 a9f598.api.socdn.com,5,40,2014-07-04,2014-07-15,80
 blogattach.naver.net,35,103,2012-11-30,2014-06-19,80
 cotsqarkurelbg.co.uk,29,127,2014-05-25,2014-05-26,80
 fkjdeljfeew32233.com,1,112,2012-04-16,2014-07-15,443
 fullscreensavers.com,35,82,2012-07-29,2013-06-09,80
 huangzi1986.3322.org,1,57,2012-09-18,2014-06-24,800 3937 8000
 quadratechnology.com,1,47,2014-02-27,2014-06-11,80
 user.free2.77169.net,1,22,2013-10-14,2014-06-18,80
 windowsservice.co.cc,27,70,2014-04-09,2014-05-21,80
 xmlinstcp.eebbvt.com,5,122,2013-01-11,2014-07-14,80
 zinc.sd.softonic.com,5,45,2014-05-18,2014-05-18,80
 ads.netbios-local.com,1,122,2013-06-20,2014-07-15,80
 download.mirillis.com,35,121,2012-11-23,2014-05-21,80
 erwbtkidthetcwerc.com,1,122,2012-01-16,2014-07-16,443
 erwbtkidthetcwerc.com,29,126,2013-08-31,2014-07-16,
 forces.inimanforum.ru,1,127,2014-05-31,2014-07-14,80
 forces.upfile-torg.ru,1,102,2014-06-26,2014-07-03,80
 i1.superstoragemy.com,5,122,2014-04-03,2014-07-17,80
 newletter.dyndns.info,1,117,2013-10-18,2014-07-17,80
 node4.miniinstall.com,5,82,2013-06-28,2014-07-07,80
 octave.sd.softonic.fr,5,107,2014-07-13,2014-07-13,80
 trgyterjbnopdjgoii.su,27,57,2014-04-16,2014-05-08,80
 api.wisemansupport.com,35,97,2014-02-09,2014-06-10,80
 cds.r8z7r7q8.hwcdn.net,35,121,2013-11-18,2014-06-17,80
 dl20.centerinstall.net,35,65,2014-04-13,2014-06-16,80
 dl26.centerinstall.net,35,93,2014-04-01,2014-06-04,80
 e9287.g.akamaiedge.net,35,125,2014-04-22,2014-06-14,80
 emilyclimber.no-ip.biz,1,82,2013-08-02,2014-07-12,1604 1605
 epc7.domaingateway.com,24,126,2013-08-11,2014-05-27,80
 express-shippingus.net,1,72,2014-06-16,2014-06-19,443
 kameqldogsgfcuhqbu.com,1,42,2012-09-12,2014-05-26,443
 kefomeisab.mrbasic.com,25,120,2013-03-23,2014-05-04,80
 l.recordcheckerapp.com,5,57,2013-09-26,2014-07-08,80
 lkbvwsgwteqduogahmn.ru,29,127,2014-06-01,2014-06-06,80
 scan7.sheghnessy.co.cc,29,50,2014-06-17,2014-06-17,
 utils.similargroup.com,35,93,2013-06-11,2014-06-15,80
 whatsuppnow.dyndns.org,25,120,2014-04-06,2014-05-17,80
 download2.webcammax.com,35,65,2013-07-23,2014-05-11,80
 kisspat666.darksair.org,1,102,2014-04-18,2014-07-11,80
 1d2ac.perfectchoice1.com,29,50,2014-05-02,2014-05-02,
 1e7bb.perfectchoice1.com,29,100,2014-04-03,2014-05-13,
 1f799.perfectchoice1.com,29,127,2014-04-10,2014-05-20,
 1f901.perfectchoice1.com,29,127,2014-03-19,2014-04-05,80
 2142a.perfectchoice1.com,29,50,2014-03-27,2014-03-27,80
 24c70.perfectchoice1.com,29,100,2014-03-27,2014-03-27,80
 3e291.perfectchoice1.com,29,109,2014-05-08,2014-05-09,
 balabolka.sd.softonic.pl,5,22,2014-05-16,2014-06-19,80
 masadmin.sd.softonic.com,5,62,2013-05-19,2014-07-04,80
 opera.sd.softonic.com.br,5,47,2012-05-25,2014-07-01,80
 optimizerprosurfing.info,24,72,2013-12-02,2014-05-23,80
 razorsql.sd.softonic.com,5,97,2014-07-06,2014-07-07,80
 secure.oi-installer5.com,5,122,2013-01-15,2014-07-15,80
 www.superwebbysearch.com,1,127,2013-05-27,2014-06-19,80
 aszg83j0qgsgkms.dajury.ru,1,82,2014-06-19,2014-07-09,80
 bhdsandroidr1.high111.com,37,40,2013-03-21,2014-05-29,80
 coleoptra.websoftcorp.com,35,69,2014-06-18,2014-06-18,80
 dteq9rcswf5l603.deaph.biz,1,97,2014-06-03,2014-06-16,80
 s42cq22f44yavg3.javoki.ru,1,112,2014-06-30,2014-07-15,80
 scrabble-1.ud.softonic.fr,5,77,2014-07-05,2014-07-06,80
 unetbootin.sd.softonic.de,5,117,2014-06-14,2014-07-15,80
 xrckwczhkbainjjreofvgz.ru,29,85,2014-06-01,2014-06-05,80
 yt0quq32f3xpcyy.didcoc.ru,1,117,2014-07-12,2014-07-14,80
 chemsketch.sd.softonic.com,5,40,2014-05-05,2014-05-05,80
 motioninjoy.sd.softonic.it,5,117,2014-07-09,2014-07-15,80
 os2.thenewzipopenerfun.com,5,102,2013-08-04,2014-07-12,80
 secunia-psi.sd.softonic.de,5,35,2014-05-08,2014-05-08,80
 tetris-zone.sd.softonic.it,5,107,2014-03-12,2014-07-13,80
 trellian-25757.dsextra.com,24,121,2011-10-27,2014-07-11,80
 bandizip.sd.en.softonic.com,5,52,2013-11-13,2014-06-25,80
 daemon-tools.sd.softonic.pl,5,107,2012-08-03,2014-07-13,0 80
 euyxmrhepjhaozlfqurscufu.ru,29,127,2014-06-01,2014-06-06,80
 java-64-bits.sd.softonic.it,5,117,2012-11-09,2014-07-06,80
 os2.thebestallcodecsapp.com,5,102,2014-04-12,2014-07-11,80
 unlocker.ud.en.softonic.com,5,117,2013-12-14,2014-07-15,80
 utorrent.sd.en.softonic.com,5,122,2012-06-26,2014-07-12,80
 wave-spy.sd.softonic.com.br,5,47,2014-05-11,2014-07-01,80
 aygyddapmizwgmttkbxgqcaxk.ru,29,85,2014-06-01,2014-06-05,80
 dmbyusuwcqcecipiibhyppbhi.ru,29,86,2014-06-01,2014-06-06,80
 hot-potatoes.sd.softonic.com,5,25,2014-05-15,2014-07-12,80
 mbxrcbmxxuhojuwaqyxmnhq.info,29,127,2014-04-07,2014-04-09,80
 my-movies.ud.en.softonic.com,5,22,2014-06-25,2014-06-26,80
 teamspeak.sd.softonic.com.br,5,80,2013-12-10,2014-04-27,80
 d1zz5pu7f8sf8g.cloudfront.net,35,85,2012-08-28,2014-06-18,80
 gmdkjuggersuwutovgqsvwciv.org,1,35,2014-07-04,2014-07-04,80
 j24607.nb.host192-168-1-2.com,1,30,2014-07-03,2014-07-03,80
 reloj-plateado.sd.softonic.com,5,52,2013-05-31,2014-07-02,80
 vso-downloader.sd.softonic.com,5,35,2012-07-18,2014-07-04,80
 biblia-portable.sd.softonic.com,5,25,2014-04-15,2014-04-15,80
 cache-default05d.cdn.yandex.net,35,123,2013-02-08,2014-05-28,80
 firefox-beta.sd.en.softonic.com,5,107,2012-09-17,2014-07-13,80
 free-ip-switcher.sd.softonic.fr,5,77,2014-07-06,2014-07-06,80
 sinfulcelebs.freesexycomics.com,7,71,2014-05-09,2014-05-09,80
 biigkatrsantiag.rpdivulgacao.com,1,27,2014-05-27,2014-07-12,80
 earmaster-pro.sd.softonic.com.br,5,117,2014-07-05,2014-07-15,80
 k-lite-codec-pack.sd.softonic.it,5,92,2012-10-16,2014-06-30,80
 v10559.nb.host-domain-lookup.com,1,120,2014-05-07,2014-05-07,80
 2autodesk10-downloads.phpnuke.org,28,92,2014-06-03,2014-06-12,443
 flickr-uploadr.sd.en.softonic.com,5,25,2013-04-25,2013-05-30,80
 m5studio-codec.sd.en.softonic.com,5,92,2013-02-15,2014-07-10,80
 q-dir-portable.sd.en.softonic.com,5,52,2014-06-30,2014-07-02,80
 vso_downloader.sd.en.softonic.com,5,35,2014-05-08,2014-05-08,80
 control.app05-03.logmeinrescue.com,30,119,2013-04-08,2014-04-21,443
 dungeon-fighter.sd.en.softonic.com,5,27,2014-04-30,2014-06-10,80
 the-sims-2-body-shop.sd.softonic.pl,5,122,2014-07-03,2014-07-04,80
 power-mp3-recorder.sd.en.softonic.com,5,40,2012-11-20,2014-07-02,80
 virtualrouter-plus.sd.softonic.com.br,5,35,2014-05-27,2014-05-27,80
 media-player-codec-pack.sd.softonic.it,5,62,2012-09-13,2014-07-04,80
 mysql-administrator.sd.nl.softonic.com,5,92,2014-07-07,2014-07-07,80
 hp-photosmart-essential.sd.softonic.com,5,25,2012-07-29,2014-04-30,80
 magix-video-deluxe-plus.sd.softonic.com,5,87,2014-02-27,2014-07-09,80
 walyk-wallpaper-changer.sd.softonic.com,5,22,2014-06-16,2014-06-16,80
 autodesk-dwg-trueview.sd.en.softonic.com,5,45,2012-07-27,2014-07-13,80
 microsoft-photo-story.sd.en.softonic.com,5,42,2013-08-06,2014-07-02,80
 music-download-center.sd.nl.softonic.com,5,22,2014-06-21,2014-06-21,80
 wise-installation-system.sd.softonic.com,5,107,2014-07-10,2014-07-10,80
 cossacks-ii-napoleonic-wars.sd.softonic.fr,5,107,2014-06-28,2014-07-13,80
 3ephu2j0389621t86r7d97z9q53uhy.ipcheker.com,1,112,2014-07-14,2014-07-14,80
 5yo3k4ki3166x8p31d5ain6r3f063u.ipcheker.com,1,87,2011-12-22,2011-12-22,80
 6n1l1gy861xd152iw4oy9v8xces478.ipcheker.com,1,117,2012-09-02,2012-09-03,80
 aol-active-security-monitor.sd.softonic.com,5,102,2014-06-27,2014-07-12,80
 ay0km0e1gh063vt69c16543z33h0b0.ipcheker.com,1,97,2012-10-04,2012-10-04,80
 e1id9lh2wpep84q0788xl709i3d96e.ipcheker.com,1,87,2014-07-09,2014-07-09,80
 gta-iv-ultimate-vehicle-pack.sd.softonic.pl,5,92,2014-07-07,2014-07-10,80
 l48n8r1k91kt6pttf59969m6g1wy59.ipcheker.com,1,87,2012-09-28,2012-10-16,80
 nitro-pdf-reader-64-bits.sd.en.softonic.com,5,40,2012-09-07,2013-05-06,80
 r70riv60jrvar5d003ds164874087z.ipcheker.com,1,97,2014-07-11,2014-07-11,80
 universal-boxing-manager.sd.en.softonic.com,5,87,2014-04-20,2014-07-09,80
 windows-movie-maker-portable.sd.softonic.pl,5,32,2013-02-16,2014-06-28,80
 dragon-age-origins-wallpapers.sd.softonic.com,5,77,2014-06-21,2014-07-07,80
 social-plus-internet-explorer.sd.softonic.com,5,40,2012-07-18,2014-02-17,80
 fly-free-photo-editing-viewer.sd.en.softonic.com,5,107,2014-06-28,2014-07-13,80
 nvidia-geforce-driver-vista-7-x32.sd.nl.softonic.com,5,45,2014-02-28,2014-02-28,80
 cupids-3d-valentines-day-screensaver.sd.en.softonic.com,5,22,2014-06-23,2014-06-23,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-16-0-0-0-0-0-0-0-0-0-0-0-0-0.info,27,54,2013-10-17,2014-05-05,80
 0-0-0-0-0-0-0-0-0-0-0-0-0-21-0-0-0-0-0-0-0-0-0-0-0-0-0.info,1,122,2013-05-16,2014-06-19,80
 dvo.cc,28,121,2014-05-05,2014-05-10,443
 sags.cc,28,46,2014-03-23,2014-04-27,443
 url8.cc,1,107,2012-06-22,2014-07-08,80
 voxx.ws,35,95,2012-08-05,2014-05-24,80
 xffz.tk,27,74,2012-10-02,2014-05-25,80
 bfxia.tk,27,66,2013-01-07,2014-05-17,80
 heizs.tk,27,47,2012-10-25,2014-04-28,80
 layer.su,27,48,2014-04-29,2014-04-29,80
 soa09.in,29,127,2013-10-27,2014-05-23,80
 000h4s.tk,27,55,2013-07-09,2014-06-02,80
 comunn.org,1,72,2013-10-30,2014-02-10,80
 foofind.is,35,127,2013-08-06,2014-06-16,80
 jalbum.net,35,69,2011-10-18,2014-06-18,80
 khkh.cx.cc,27,73,2013-06-24,2014-05-24,80
 maincop.ru,5,117,2014-05-05,2014-05-05,80
 exp.dnsd.me,1,117,2013-10-11,2014-07-13,4043
 gusydat.biz,1,117,2013-07-27,2014-06-10,80
 hi.petj.org,1,107,2014-02-28,2014-07-15,80
 konradp.com,35,69,2013-01-14,2013-11-10,80
 mk.gimbs.ru,29,125,2013-01-20,2014-07-14,
 rarsoft.com,35,99,2012-02-18,2014-06-12,80
 rawrl11.com,1,112,2013-06-04,2014-07-04,1875
 vmdegy.info,29,50,2014-03-24,2014-03-24,80
 www.mhgm.tk,27,116,2014-05-06,2014-07-06,80
 xxx.byfa.cn,1,87,2014-06-03,2014-07-06,7777
 444.er18.com,1,122,2012-06-08,2014-07-16,80
